orig_index,id,path,label,status,reason,width,height
1429,001430.jpg,/data/meteorite-identification/train_images/001430.jpg,1,keep,,640,427
1430,001431.jpg,/data/meteorite-identification/train_images/001431.jpg,0,keep,,1920,1272
1431,001432.jpg,/data/meteorite-identification/train_images/001432.jpg,1,keep,,640,427
1432,001433.jpg,/data/meteorite-identification/train_images/001433.jpg,1,keep,,800,534
1433,001434.jpg,/data/meteorite-identification/train_images/001434.jpg,0,keep,,700,631
1434,001435.jpg,/data/meteorite-identification/train_images/001435.jpg,1,keep,,800,800
1435,001436.jpg,/data/meteorite-identification/train_images/001436.jpg,1,keep,,800,800
1436,001437.jpg,/data/meteorite-identification/train_images/001437.jpg,1,keep,,800,590
1437,001438.jpg,/data/meteorite-identification/train_images/001438.jpg,0,keep,,1920,1272
1438,001439.jpg,/data/meteorite-identification/train_images/001439.jpg,1,keep,,800,547
1439,001440.jpg,/data/meteorite-identification/train_images/001440.jpg,1,keep,,800,800
1440,001441.jpg,/data/meteorite-identification/train_images/001441.jpg,1,keep,,1200,1200
1441,001442.jpg,/data/meteorite-identification/train_images/001442.jpg,0,keep,,1200,800
1442,001443.jpg,/data/meteorite-identification/train_images/001443.jpg,1,keep,,680,510
1443,001444.jpg,/data/meteorite-identification/train_images/001444.jpg,1,keep,,506,700
1444,001445.jpg,/data/meteorite-identification/train_images/001445.jpg,0,keep,,1920,1280
1445,001446.jpg,/data/meteorite-identification/train_images/001446.jpg,0,keep,,1920,1272
1446,001447.jpg,/data/meteorite-identification/train_images/001447.jpg,1,keep,,800,600
1447,001448.jpg,/data/meteorite-identification/train_images/001448.jpg,0,keep,,225,225
1448,001449.jpg,/data/meteorite-identification/train_images/001449.jpg,1,keep,,1080,1440
1449,001450.jpg,/data/meteorite-identification/train_images/001450.jpg,1,keep,,714,510
1450,001451.jpg,/data/meteorite-identification/train_images/001451.jpg,1,keep,,2400,1800
1451,001452.jpg,/data/meteorite-identification/train_images/001452.jpg,0,keep,,1920,1272
1452,001453.jpg,/data/meteorite-identification/train_images/001453.jpg,1,keep,,1080,1440
1453,001454.jpg,/data/meteorite-identification/train_images/001454.jpg,1,keep,,800,675
1454,001455.jpg,/data/meteorite-identification/train_images/001455.jpg,1,drop,too_large(>4096),4896,3672
1455,001456.jpg,/data/meteorite-identification/train_images/001456.jpg,1,keep,,800,800
1456,001457.jpg,/data/meteorite-identification/train_images/001457.jpg,1,keep,,800,600
1457,001458.jpg,/data/meteorite-identification/train_images/001458.jpg,0,keep,,1920,1272
1458,001459.jpg,/data/meteorite-identification/train_images/001459.jpg,0,keep,,474,377
1459,001460.jpg,/data/meteorite-identification/train_images/001460.jpg,0,keep,,1024,680
1460,001461.jpg,/data/meteorite-identification/train_images/001461.jpg,1,keep,,800,470
1461,001462.jpg,/data/meteorite-identification/train_images/001462.jpg,0,keep,,2784,2958
1462,001463.jpg,/data/meteorite-identification/train_images/001463.jpg,0,keep,,500,500
1463,001464.jpg,/data/meteorite-identification/train_images/001464.jpg,0,keep,,1920,1440
1464,001465.jpg,/data/meteorite-identification/train_images/001465.jpg,0,keep,,1920,1272
1465,001466.jpg,/data/meteorite-identification/train_images/001466.jpg,1,keep,,800,800
1466,001467.jpg,/data/meteorite-identification/train_images/001467.jpg,1,keep,,640,493
1467,001468.jpg,/data/meteorite-identification/train_images/001468.jpg,0,keep,,1920,1272
1468,001469.jpg,/data/meteorite-identification/train_images/001469.jpg,0,keep,,375,315
1469,001470.jpg,/data/meteorite-identification/train_images/001470.jpg,1,keep,,1440,1080
1470,001471.jpg,/data/meteorite-identification/train_images/001471.jpg,1,keep,,500,376
1471,001472.jpg,/data/meteorite-identification/train_images/001472.jpg,0,keep,,274,180
1472,001473.jpg,/data/meteorite-identification/train_images/001473.jpg,0,keep,,306,235
1473,001474.jpg,/data/meteorite-identification/train_images/001474.jpg,1,keep,,380,284
1474,001475.jpg,/data/meteorite-identification/train_images/001475.jpg,0,keep,,1920,1272
1475,001476.jpg,/data/meteorite-identification/train_images/001476.jpg,0,keep,,1920,1272
1476,001477.jpg,/data/meteorite-identification/train_images/001477.jpg,1,keep,,640,480
1477,001478.jpg,/data/meteorite-identification/train_images/001478.jpg,0,keep,,1920,1272
1478,001479.jpg,/data/meteorite-identification/train_images/001479.jpg,0,keep,,1024,680
1479,001480.jpg,/data/meteorite-identification/train_images/001480.jpg,1,keep,,1080,1440
1480,001481.jpg,/data/meteorite-identification/train_images/001481.jpg,0,keep,,1728,1296
1481,001482.jpg,/data/meteorite-identification/train_images/001482.jpg,0,keep,,1024,680
1482,001483.jpg,/data/meteorite-identification/train_images/001483.jpg,0,keep,,241,207
1483,001484.jpg,/data/meteorite-identification/train_images/001484.jpg,1,keep,,416,312
1484,001485.jpg,/data/meteorite-identification/train_images/001485.jpg,1,keep,,800,800
1485,001486.jpg,/data/meteorite-identification/train_images/001486.jpg,0,keep,,612,408
1486,001487.jpg,/data/meteorite-identification/train_images/001487.jpg,0,keep,,1920,1280
1487,001488.jpg,/data/meteorite-identification/train_images/001488.jpg,0,keep,,1496,1120
1488,001489.jpeg,/data/meteorite-identification/train_images/001489.jpeg,0,keep,,465,250
1489,001490.jpg,/data/meteorite-identification/train_images/001490.jpg,1,keep,,1200,1200
1490,001491.jpg,/data/meteorite-identification/train_images/001491.jpg,1,keep,,730,600
1491,001492.jpg,/data/meteorite-identification/train_images/001492.jpg,1,keep,,1080,1440
1492,001493.jpg,/data/meteorite-identification/train_images/001493.jpg,0,keep,,266,184
1493,001494.jpg,/data/meteorite-identification/train_images/001494.jpg,0,keep,,1920,1280
1494,001495.jpg,/data/meteorite-identification/train_images/001495.jpg,1,keep,,307,309
1495,001496.jpg,/data/meteorite-identification/train_images/001496.jpg,0,keep,,500,486
1496,001497.jpg,/data/meteorite-identification/train_images/001497.jpg,1,keep,,1080,1440
1497,001498.jpg,/data/meteorite-identification/train_images/001498.jpg,1,keep,,1080,1440
1498,001499.jpg,/data/meteorite-identification/train_images/001499.jpg,1,keep,,400,300
1499,001500.jpg,/data/meteorite-identification/train_images/001500.jpg,0,keep,,1920,1272
1500,001501.jpg,/data/meteorite-identification/train_images/001501.jpg,1,keep,,640,426
1501,001502.jpg,/data/meteorite-identification/train_images/001502.jpg,1,keep,,800,600
1502,001503.jpg,/data/meteorite-identification/train_images/001503.jpg,0,keep,,1920,1440
1503,001504.jpg,/data/meteorite-identification/train_images/001504.jpg,0,keep,,1920,1272
1504,001505.jpg,/data/meteorite-identification/train_images/001505.jpg,1,keep,,1080,1440
1505,001506.jpg,/data/meteorite-identification/train_images/001506.jpg,0,keep,,1920,1280
1506,001507.jpg,/data/meteorite-identification/train_images/001507.jpg,1,keep,,1440,1080
1507,001508.jpg,/data/meteorite-identification/train_images/001508.jpg,1,keep,,640,480
1508,001509.jpg,/data/meteorite-identification/train_images/001509.jpg,1,keep,,800,600
1509,001510.jpg,/data/meteorite-identification/train_images/001510.jpg,0,keep,,166,304
1510,001511.jpg,/data/meteorite-identification/train_images/001511.jpg,1,keep,,500,375
1511,001512.jpg,/data/meteorite-identification/train_images/001512.jpg,0,keep,,1920,1272
1512,001513.jpg,/data/meteorite-identification/train_images/001513.jpg,0,keep,,1024,680
1513,001514.jpg,/data/meteorite-identification/train_images/001514.jpg,1,keep,,1080,1440
1514,001515.jpg,/data/meteorite-identification/train_images/001515.jpg,0,keep,,1920,1272
1515,001516.jpg,/data/meteorite-identification/train_images/001516.jpg,0,keep,,3024,3024
1516,001517.jpg,/data/meteorite-identification/train_images/001517.jpg,1,keep,,768,781
1517,001518.jpg,/data/meteorite-identification/train_images/001518.jpg,0,keep,,1024,768
1518,001519.jpg,/data/meteorite-identification/train_images/001519.jpg,1,keep,,640,427
1519,001520.jpg,/data/meteorite-identification/train_images/001520.jpg,1,keep,,800,800
1520,001521.jpg,/data/meteorite-identification/train_images/001521.jpg,0,keep,,1920,1280
1521,001522.jpg,/data/meteorite-identification/train_images/001522.jpg,0,keep,,3024,3024
1522,001523.jpg,/data/meteorite-identification/train_images/001523.jpg,1,keep,,400,300
1523,001524.jpg,/data/meteorite-identification/train_images/001524.jpg,1,keep,,450,344
1524,001525.jpg,/data/meteorite-identification/train_images/001525.jpg,0,keep,,182,206
1525,001526.jpg,/data/meteorite-identification/train_images/001526.jpg,1,keep,,1080,1440
1526,001527.jpg,/data/meteorite-identification/train_images/001527.jpg,1,keep,,1080,1440
1527,001528.jpg,/data/meteorite-identification/train_images/001528.jpg,0,keep,,259,194
1528,001529.jpg,/data/meteorite-identification/train_images/001529.jpg,0,keep,,1920,1272
1529,001530.jpg,/data/meteorite-identification/train_images/001530.jpg,0,keep,,474,471
1530,001531.jpg,/data/meteorite-identification/train_images/001531.jpg,1,drop,too_large(>4096),4896,3672
1531,001532.jpg,/data/meteorite-identification/train_images/001532.jpg,1,keep,,1440,1080
1532,001533.jpg,/data/meteorite-identification/train_images/001533.jpg,1,keep,,500,332
1533,001534.jpg,/data/meteorite-identification/train_images/001534.jpg,0,keep,,1440,1920
1534,001535.jpeg,/data/meteorite-identification/train_images/001535.jpeg,0,keep,,800,534
1535,001536.jpg,/data/meteorite-identification/train_images/001536.jpg,0,keep,,1024,632
1536,001537.jpg,/data/meteorite-identification/train_images/001537.jpg,1,keep,,738,554
1537,001538.jpg,/data/meteorite-identification/train_images/001538.jpg,1,keep,,730,511
1538,001539.jpg,/data/meteorite-identification/train_images/001539.jpg,0,keep,,1300,895
1539,001540.jpg,/data/meteorite-identification/train_images/001540.jpg,1,keep,,1080,1440
1540,001541.jpg,/data/meteorite-identification/train_images/001541.jpg,0,keep,,1024,680
1541,001542.jpg,/data/meteorite-identification/train_images/001542.jpg,0,keep,,612,408
1542,001543.jpg,/data/meteorite-identification/train_images/001543.jpg,1,keep,,1080,1440
1543,001544.jpg,/data/meteorite-identification/train_images/001544.jpg,0,keep,,1920,1440
1544,001545.jpg,/data/meteorite-identification/train_images/001545.jpg,0,keep,,1920,1272
1545,001546.jpg,/data/meteorite-identification/train_images/001546.jpg,1,keep,,800,800
1546,001547.jpg,/data/meteorite-identification/train_images/001547.jpg,0,keep,,474,474
1547,001548.jpg,/data/meteorite-identification/train_images/001548.jpg,0,keep,,1920,1440
1548,001549.jpg,/data/meteorite-identification/train_images/001549.jpg,1,keep,,459,451
1549,001550.jpg,/data/meteorite-identification/train_images/001550.jpg,0,keep,,474,266
1550,001551.jpg,/data/meteorite-identification/train_images/001551.jpg,1,keep,,1153,971
1551,001552.jpg,/data/meteorite-identification/train_images/001552.jpg,1,keep,,1080,1440
1552,001553.jpg,/data/meteorite-identification/train_images/001553.jpg,1,keep,,800,800
1553,001554.jpg,/data/meteorite-identification/train_images/001554.jpg,1,keep,,500,290
1554,001555.jpg,/data/meteorite-identification/train_images/001555.jpg,0,keep,,1920,1272
1555,001556.jpg,/data/meteorite-identification/train_images/001556.jpg,0,keep,,1920,1272
1556,001557.jpg,/data/meteorite-identification/train_images/001557.jpg,1,keep,,500,397
1557,001558.jpg,/data/meteorite-identification/train_images/001558.jpg,0,keep,,604,431
1558,001559.jpg,/data/meteorite-identification/train_images/001559.jpg,0,keep,,700,997
1559,001560.jpg,/data/meteorite-identification/train_images/001560.jpg,0,keep,,1024,768
1560,001561.jpg,/data/meteorite-identification/train_images/001561.jpg,0,keep,,427,425
1561,001562.jpg,/data/meteorite-identification/train_images/001562.jpg,1,keep,,640,426
1562,001563.jpg,/data/meteorite-identification/train_images/001563.jpg,1,keep,,320,240
1563,001564.jpg,/data/meteorite-identification/train_images/001564.jpg,1,keep,,358,480
1564,001565.jpg,/data/meteorite-identification/train_images/001565.jpg,1,keep,,1080,1440
1565,001566.jpg,/data/meteorite-identification/train_images/001566.jpg,0,keep,,1920,1440
1566,001567.jpg,/data/meteorite-identification/train_images/001567.jpg,1,keep,,1200,1200
1567,001568.jpg,/data/meteorite-identification/train_images/001568.jpg,0,keep,,1920,1272
1568,001569.jpg,/data/meteorite-identification/train_images/001569.jpg,1,keep,,3264,2448
1569,001570.jpg,/data/meteorite-identification/train_images/001570.jpg,0,keep,,900,450
1570,001571.jpeg,/data/meteorite-identification/train_images/001571.jpeg,0,keep,,264,191
1571,001572.jpg,/data/meteorite-identification/train_images/001572.jpg,0,keep,,1920,1272
1572,001573.jpg,/data/meteorite-identification/train_images/001573.jpg,1,keep,,1080,1440
1573,001574.jpg,/data/meteorite-identification/train_images/001574.jpg,1,keep,,800,800
1574,001575.jpg,/data/meteorite-identification/train_images/001575.jpg,1,keep,,445,350
1575,001576.jpg,/data/meteorite-identification/train_images/001576.jpg,0,keep,,612,408
1576,001577.jpg,/data/meteorite-identification/train_images/001577.jpg,0,keep,,1024,680
1577,001578.jpg,/data/meteorite-identification/train_images/001578.jpg,0,keep,,452,283
1578,001579.jpg,/data/meteorite-identification/train_images/001579.jpg,0,keep,,1920,1272
1579,001580.jpg,/data/meteorite-identification/train_images/001580.jpg,1,keep,,800,391
1580,001581.jpg,/data/meteorite-identification/train_images/001581.jpg,0,keep,,734,542
1581,001582.jpg,/data/meteorite-identification/train_images/001582.jpg,1,keep,,1080,1440
1582,001583.jpg,/data/meteorite-identification/train_images/001583.jpg,1,keep,,400,300
1583,001584.jpg,/data/meteorite-identification/train_images/001584.jpg,1,keep,,796,597
1584,001585.jpg,/data/meteorite-identification/train_images/001585.jpg,1,keep,,800,598
1585,001586.jpg,/data/meteorite-identification/train_images/001586.jpg,1,keep,,800,800
1586,001587.jpg,/data/meteorite-identification/train_images/001587.jpg,1,keep,,1440,1080
1587,001588.jpg,/data/meteorite-identification/train_images/001588.jpg,1,keep,,1080,1440
1588,001589.jpg,/data/meteorite-identification/train_images/001589.jpg,0,keep,,612,408
1589,001590.jpg,/data/meteorite-identification/train_images/001590.jpg,1,keep,,3264,2448
1590,001591.jpg,/data/meteorite-identification/train_images/001591.jpg,1,keep,,640,426
1591,001592.jpg,/data/meteorite-identification/train_images/001592.jpg,1,keep,,800,800
1592,001593.jpg,/data/meteorite-identification/train_images/001593.jpg,0,keep,,612,408
1593,001594.jpg,/data/meteorite-identification/train_images/001594.jpg,0,keep,,1600,1200
1594,001595.jpg,/data/meteorite-identification/train_images/001595.jpg,1,drop,too_large(>4096),4896,3672
1595,001596.jpg,/data/meteorite-identification/train_images/001596.jpg,1,keep,,800,800
1596,001597.jpg,/data/meteorite-identification/train_images/001597.jpg,1,keep,,1200,864
1597,001598.jpeg,/data/meteorite-identification/train_images/001598.jpeg,0,keep,,249,202
1598,001599.jpg,/data/meteorite-identification/train_images/001599.jpg,0,keep,,1920,1272
1599,001600.jpg,/data/meteorite-identification/train_images/001600.jpg,1,keep,,640,472
1600,001601.jpg,/data/meteorite-identification/train_images/001601.jpg,1,drop,too_large(>4096),4896,3672
1601,001602.jpg,/data/meteorite-identification/train_images/001602.jpg,1,keep,,1280,960
1602,001603.jpg,/data/meteorite-identification/train_images/001603.jpg,1,keep,,600,450
1603,001604.jpg,/data/meteorite-identification/train_images/001604.jpg,0,keep,,474,262
1604,001605.jpg,/data/meteorite-identification/train_images/001605.jpg,1,keep,,1440,1080
1605,001606.jpg,/data/meteorite-identification/train_images/001606.jpg,1,keep,,1080,1440
1606,001607.jpg,/data/meteorite-identification/train_images/001607.jpg,0,keep,,280,180
1607,001608.jpg,/data/meteorite-identification/train_images/001608.jpg,0,keep,,612,405
1608,001609.jpg,/data/meteorite-identification/train_images/001609.jpg,1,keep,,800,800
1609,001610.jpg,/data/meteorite-identification/train_images/001610.jpg,1,keep,,800,800
1610,001611.jpg,/data/meteorite-identification/train_images/001611.jpg,0,keep,,1024,680
1611,001612.jpg,/data/meteorite-identification/train_images/001612.jpg,1,keep,,535,480
1612,001613.jpg,/data/meteorite-identification/train_images/001613.jpg,1,keep,,378,404
1613,001614.jpg,/data/meteorite-identification/train_images/001614.jpg,1,keep,,1080,1440
1614,001615.jpg,/data/meteorite-identification/train_images/001615.jpg,1,keep,,267,207
